,name,stars,Ambience,RestaurantsPriceRange2,RestaurantsReservations,OutdoorSeating,RestaurantsAttire,BusinessAcceptsCreditCards,RestaurantsDelivery,Alcohol,BusinessParking,RestaurantsTakeOut,GoodForKids,GoodForKids,HasTV,RestaurantsGoodForGroups
274,Reserve Inn,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'casual': False}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
275,Rodizio Grill,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",3,True,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,True,True,True
276,Ken Stewart's Lodge,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,True,u'dressy',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,False,True
277,Applebee's Grill + Bar,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,False,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
278,Fleming's Prime Steakhouse & Wine Bar,3.5,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,True,'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,False,True,True
279,Buccis,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
280,Stonehouse Grill,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
281,Steak ’n Shake,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,False,False,u'casual',True,False,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,False,True
282,Girves Brown Derby,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
283,Texas Roadhouse,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
284,Hyde Park Prime Steakhouse,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,True,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,True,True,True,True
285,Sushi Rock,2.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,False,False,True,True
286,The Old Fashioned,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",2,False,True,'casual',True,True,'full_bar',"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
287,Ruth's Chris Steak House,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,False,'dressy',True,False,'full_bar',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,False,False,True,True
288,Porta Bella Italian Restaurant,2.5,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,False,True
289,Girves Brown Derby,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
290,Creo's Steakhouse,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
291,Hoss's Steak & Seahouse,3.5,NaN,2,NaN,NaN,u'casual',True,NaN,NaN,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NaN,True,True,NaN,True
292,Steak on a Stone,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NaN,True,True,False,True
293,Ichiban Steakhouse & Sushi Bar,3.5,"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
294,Ginza of Tokyo,2.0,NaN,2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,NaN,True
295,8 Seasons Grille,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,True,u'casual',True,True,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
296,Fleming's Prime Steakhouse & Wine Bar- Akron,4.0,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",3,True,False,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",False,False,False,True,True
297,Don's Pomeroy House,4.0,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,True,'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",False,False,False,True,True
298,Hyde Park Prime Steakhouse,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,False,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True
299,Applebee's Grill + Bar,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,False,'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
300,Baxter's American Grille,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
301,Applebee's Grill + Bar,2.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",1,False,False,'casual',True,False,u'beer_and_wine',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
302,Hoss's Steak & Sea House,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",2,None,False,u'casual',True,False,u'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
303,Outback Steakhouse,2.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
304,Girves Brown Derby,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
305,Applebee's Grill + Bar,2.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,False,False,'casual',True,None,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
306,Revel,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,'casual',True,False,'full_bar',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True
307,Elliott's BBQ and Steakhouse,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,True,u'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
308,Ballantine,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",True,False,False,True,True
309,Quaker Steak & Lube,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,True,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
310,Ferris Steak House & Tavern,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",True,True,True,True,True
311,Wasabi Japanese Steakhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
312,Wild Eagle Steak & Saloon,2.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NaN,False,NaN,NaN,True,False,NaN,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
313,Texas Roadhouse,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
314,Steak Escape East Towne Mall,2.0,NaN,NaN,True,NaN,NaN,True,True,NaN,NaN,False,True,True,NaN,True
315,Hibachi Japan Steak House,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': None, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",True,True,True,True,True
316,Samurai Sushi and Steakhouse,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': True, 'upscale': False, 'casual': False}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
317,Lone Star Steakhouse & Saloon,3.0,NaN,NaN,NaN,NaN,u'casual',NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
318,A La Brasa Mexican Grill,4.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",1,False,True,u'casual',True,True,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
319,LongHorn Steakhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",2,False,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
320,Saga Hibachi Steakhouse & Sushi Bar,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
321,Mulligans Pub and Grill,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
322,Quaker Steak & Lube,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
323,Otto's Restaurant & Bar,4.0,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,True,'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
324,Watertower Chop House,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
325,Applebee's Grill + Bar,2.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,False,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
326,Parker's Grille & Tavern,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
327,Timpone's,3.5,"{'romantic': True, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,False,'dressy',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True
328,Applebee's Grill + Bar,2.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,False,'casual',True,True,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
329,Red Wheel Restaurant,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,False,False,'casual',True,False,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
330,Applebee's Grill + Bar,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
331,Outback Steakhouse,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
332,Texas Roadhouse,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
333,Applebee's Grill + Bar,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,True,'casual',True,True,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
334,The Overlook,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,True,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
335,Austin's Smokin' Steakhouse,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
336,McCormick & Schmick's Seafood & Steaks,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,u'dressy',True,False,u'full_bar',"{'garage': None, 'street': True, 'validated': None, 'lot': None, 'valet': False}",True,False,False,True,True
337,Moss' Prime Rib & Spaghetti House,3.0,"{'romantic': False, 'intimate': True, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
338,Morton's The Steakhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",4,True,False,'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,False,False,True,True
339,Delaney's Charcoal Steaks,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",3,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
340,Lanning's Restaurant,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,False,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,False,False,False,True
341,The Ribeye,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",2,True,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,True,True,True,True
342,Watami Hibachi Steakhouse,4.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
343,Applebee's Grill + Bar,2.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
344,Kosar's Wood-Fired Grill,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': True, 'classy': True, 'casual': False}",3,True,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,False,False,True,True
345,Brown Derby,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
346,Applebee's Grill + Bar,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
347,Applebee's Grill + Bar,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,False,True,'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
348,Outback Steakhouse,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
349,Texas Roadhouse,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
350,El Torito Taqueria Bar,4.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
351,Tokyo Hibachi & Sushi,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",2,True,False,'casual',True,False,'full_bar',None,True,True,True,True,True
352,Feng Japanese Steak Hibachi & Sushi House,4.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,'casual',True,True,'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
